,id,gender,age,education,start_field,end_field
723,723,F,31,Master,Education,IT
724,724,M,40,PhD,Engineering,IT
725,725,nonbinary,43,Master,IT,IT
726,726,F,23,Master,Hospitality,Hospitality
727,727,F,48,Bachelor,IT,IT
728,728,M,28,Bachelor,Engineering,Engineering
729,729,F,24,Bachelor,Science,IT
730,730,F,26,Master,Business,Business
731,731,F,32,Bachelor,IT,IT
732,732,F,48,PhD,IT,IT
733,733,F,42,Master,IT,IT
734,734,M,25,Master,Education,Education
735,735,F,32,Bachelor,Media,Media
736,736,F,55,Master,Law,Law
737,737,M,44,PhD,IT,IT
738,738,F,31,Bachelor,Science,Science
739,739,F,30,Master,Education,Education
740,740,F,41,Bachelor,Law,Law
741,741,NS,29,PhD,Business,Business
742,742,F,30,Master,Business,Business
743,743,F,30,Master,IT,IT
744,744,F,48,PhD,Business,Business
745,745,F,52,Bachelor,Education,Education
746,746,F,39,PhD,Hospitality,Hospitality
747,747,F,51,Master,Science,IT
748,748,F,33,Master,Science,Science
749,749,F,26,PhD,Hospitality,Hospitality
750,750,F,42,Bachelor,Media,Media
751,751,F,32,PhD,IT,IT
752,752,F,41,Master,Administration,Administration
753,753,M,46,Bachelor,Hospitality,Hospitality
754,754,F,46,Master,IT,IT
755,755,NS,38,Master,Business,IT
756,756,F,47,Master,Business,Business
757,757,F,56,Master,Media,Media
758,758,NS,32,PhD,IT,IT
759,759,F,30,Bachelor,Science,Science
760,760,nonbinary,40,PhD,Administration,Administration
761,761,F,36,Master,Engineering,Engineering
762,762,F,33,PhD,Business,Business
763,763,F,60,Bachelor,Education,Education
764,764,F,59,Bachelor,Engineering,Engineering
765,765,F,60,Master,Engineering,Engineering
766,766,F,43,Bachelor,IT,IT
767,767,F,45,Master,Business,Business
768,768,F,45,PhD,Business,Business
769,769,F,52,PhD,Management,Management
770,770,F,32,Bachelor,IT,IT
771,771,F,32,Master,Engineering,Engineering
772,772,F,36,Master,IT,IT
773,773,F,49,HighSchool,Education,Education
774,774,F,36,Master,IT,IT
775,775,F,22,Master,Education,IT
776,776,F,26,Master,Business,Business
777,777,F,33,PhD,IT,IT
778,778,F,22,Master,IT,IT
779,779,nonbinary,38,Master,Engineering,IT
780,780,F,38,PhD,Administration,Administration
781,781,nonbinary,58,Master,IT,IT
782,782,F,43,Master,Science,Science
783,783,M,42,Master,Education,Education
784,784,F,30,Master,Administration,Administration
785,785,F,50,PhD,Health,Health
786,786,F,30,HighSchool,Science,Science
787,787,F,55,Master,IT,IT
788,788,M,23,PhD,Hospitality,Hospitality
789,789,M,21,Master,Education,Education
790,790,F,20,Bachelor,Media,Media
791,791,F,37,HighSchool,IT,IT
792,792,M,28,Bachelor,IT,IT
793,793,F,50,Master,Engineering,IT
794,794,nonbinary,39,Master,Business,IT
795,795,F,36,Master,Education,IT
796,796,F,25,PhD,Business,Business
797,797,M,66,PhD,Engineering,IT
798,798,M,20,Master,Business,Business
799,799,M,34,PhD,Management,Management
800,800,F,40,PhD,IT,IT
801,801,M,20,PhD,IT,IT
802,802,F,37,HighSchool,Science,Science
803,803,F,29,Master,IT,IT
804,804,M,55,Master,Science,Science
805,805,F,21,Bachelor,IT,IT
806,806,F,29,PhD,Law,Law
807,807,F,28,Master,IT,IT
808,808,F,61,Master,Science,Science
809,809,F,54,Master,Science,Science
810,810,nonbinary,24,Master,Education,Education
811,811,F,30,Master,Science,Science
812,812,F,48,Bachelor,Business,Business
813,813,F,40,PhD,Administration,Administration
814,814,F,45,Master,Engineering,IT
815,815,F,40,PhD,Education,IT
816,816,F,30,HighSchool,Engineering,IT
817,817,F,31,PhD,Science,IT
818,818,M,42,Master,Science,Science
819,819,F,32,Bachelor,IT,IT
820,820,F,38,Master,Hospitality,Hospitality
821,821,F,40,PhD,IT,IT
822,822,F,25,Bachelor,IT,IT
823,823,F,37,Master,Science,Science
824,824,F,31,PhD,Science,Science
825,825,F,44,Master,IT,IT
826,826,F,40,PhD,Business,Business
827,827,NS,35,PhD,Business,Business
828,828,M,30,PhD,IT,IT
829,829,F,23,PhD,Business,IT
830,830,F,24,Bachelor,Science,Science
831,831,F,63,Master,Business,Business
832,832,F,48,Master,IT,IT
833,833,F,30,Bachelor,Hospitality,Hospitality
834,834,F,39,Bachelor,Media,Media
835,835,M,30,Master,IT,IT
836,836,F,50,Master,IT,IT
837,837,nonbinary,38,Master,IT,IT
838,838,F,33,HighSchool,Media,IT
839,839,nonbinary,29,Bachelor,Engineering,IT
840,840,F,41,Bachelor,Business,Business
841,841,F,51,PhD,IT,IT
842,842,M,42,Master,Science,IT
843,843,F,50,Master,Engineering,IT
844,844,F,30,PhD,Education,IT
845,845,F,43,Master,IT,IT
846,846,NS,39,Bachelor,IT,IT
847,847,M,31,HighSchool,Science,Science
848,848,F,35,PhD,Business,Business
849,849,M,56,Bachelor,Science,IT
850,850,F,30,PhD,Media,Media
851,851,F,39,Bachelor,Education,IT
852,852,M,35,HighSchool,IT,IT
853,853,NS,22,HighSchool,Education,Education
854,854,F,41,Bachelor,Engineering,IT
855,855,NS,40,Master,Education,Education
856,856,F,50,Bachelor,Education,IT
857,857,F,69,PhD,IT,IT
858,858,F,59,HighSchool,Science,Science
859,859,F,24,Master,IT,IT
860,860,M,34,PhD,Hospitality,Hospitality
861,861,F,57,PhD,Engineering,Engineering
862,862,M,32,HighSchool,Business,Business
863,863,M,48,Master,Science,IT
864,864,M,37,Bachelor,Science,Science
865,865,F,48,HighSchool,Hospitality,Hospitality
866,866,M,57,Bachelor,IT,IT
867,867,F,33,Bachelor,Science,Science
868,868,F,25,HighSchool,Education,Education
869,869,F,33,Master,IT,IT
870,870,F,31,PhD,IT,IT
871,871,M,35,Master,IT,IT
872,872,F,33,Bachelor,IT,IT
873,873,NS,39,PhD,IT,IT
874,874,M,36,Bachelor,Education,IT
875,875,F,22,Bachelor,IT,IT
876,876,F,24,Master,Education,Education
877,877,F,59,Bachelor,IT,IT
878,878,F,34,Master,IT,IT
879,879,F,34,HighSchool,Science,Science
880,880,F,55,Master,Business,Business
881,881,M,30,PhD,Management,Management
882,882,F,40,Bachelor,Education,Education
883,883,M,77,HighSchool,Education,Education
884,884,F,40,PhD,IT,IT
885,885,M,31,PhD,Law,Law
886,886,F,24,Bachelor,Education,Education
887,887,F,55,PhD,Education,Education
888,888,M,49,Bachelor,IT,IT
889,889,F,90,Master,Engineering,Engineering
890,890,F,54,Master,Education,Education
891,891,F,35,Bachelor,IT,IT
892,892,F,77,Master,Science,IT
893,893,F,40,PhD,Science,Science
894,894,F,32,PhD,Science,IT
895,895,F,39,Master,Media,Media
896,896,F,42,HighSchool,Health,Health
897,897,F,40,Bachelor,Education,Education
898,898,F,39,PhD,Science,IT
899,899,F,83,Master,Administration,Administration
900,900,F,43,Bachelor,Construction,IT
901,901,F,35,PhD,IT,IT
902,902,F,24,Master,Business,Business
903,903,M,71,Bachelor,Engineering,IT
904,904,F,34,Bachelor,Engineering,IT
905,905,F,49,Master,IT,IT
906,906,F,32,PhD,Engineering,Engineering
907,907,F,21,PhD,Education,Education
908,908,F,21,Master,Education,Education
909,909,nonbinary,47,Bachelor,Hospitality,Hospitality
910,910,F,30,HighSchool,Engineering,Engineering
911,911,F,45,PhD,Engineering,Engineering
912,912,NS,35,HighSchool,Science,Science
913,913,F,40,HighSchool,Education,IT
914,914,F,43,Master,Science,Science
915,915,NS,61,PhD,Education,IT
916,916,nonbinary,56,Master,Business,Business
917,917,F,35,Master,Science,Science
918,918,F,34,PhD,Business,Business
919,919,F,20,PhD,IT,IT
920,920,F,23,PhD,IT,IT
921,921,F,35,Master,Engineering,IT
922,922,nonbinary,32,Bachelor,Education,IT
923,923,F,20,Bachelor,Health,Health
924,924,M,23,PhD,IT,IT
925,925,F,30,Master,IT,IT
926,926,F,35,Master,IT,IT
927,927,M,24,Master,IT,IT
928,928,M,33,PhD,Science,Science
929,929,F,46,PhD,IT,IT
930,930,F,21,Bachelor,Education,IT
931,931,F,78,PhD,Science,Science
932,932,M,36,HighSchool,IT,IT
933,933,F,83,Master,IT,IT
934,934,F,47,PhD,Engineering,IT
935,935,F,52,Master,Media,Media
936,936,F,26,Bachelor,Business,Business
937,937,F,33,Bachelor,IT,IT
938,938,NS,48,Bachelor,Education,Education
939,939,F,22,HighSchool,Management,Management
940,940,F,27,Master,Farming,Farming
941,941,nonbinary,37,PhD,IT,IT
942,942,F,46,PhD,IT,IT
943,943,F,30,Master,Education,Education
944,944,F,33,Master,Education,Education
945,945,F,45,Bachelor,Education,Education
946,946,nonbinary,37,PhD,Hospitality,Hospitality
947,947,F,35,HighSchool,Business,Business
948,948,F,50,Master,IT,IT
949,949,F,37,Master,Media,Media
950,950,nonbinary,55,Bachelor,Science,Science
951,951,M,48,HighSchool,IT,IT
952,952,nonbinary,40,Bachelor,IT,IT
953,953,M,41,Bachelor,Engineering,Engineering
954,954,nonbinary,23,Master,IT,IT
955,955,F,23,Bachelor,Education,Education
956,956,F,40,Bachelor,IT,IT
957,957,F,21,Bachelor,IT,IT
958,958,F,30,HighSchool,Science,Science
959,959,F,40,HighSchool,Business,IT
960,960,F,30,PhD,Business,Business
961,961,M,30,HighSchool,Business,Business
962,962,F,32,PhD,Business,Business
963,963,F,36,HighSchool,Engineering,Engineering
964,964,M,20,Master,IT,IT
965,965,F,23,Master,Engineering,Engineering
966,966,M,40,HighSchool,Business,Business
967,967,F,37,Master,Law,Law
968,968,M,32,Master,Science,Science
969,969,F,22,Master,Science,Science
970,970,F,49,Master,Business,IT
971,971,F,23,Master,IT,IT
972,972,F,41,Bachelor,IT,IT
973,973,nonbinary,22,Master,IT,IT
974,974,M,36,Master,Education,Education
975,975,F,38,Master,Science,Science
976,976,F,34,Master,Science,Science
977,977,F,32,Master,Hospitality,Hospitality
978,978,F,30,Bachelor,Hospitality,Hospitality
979,979,F,36,Master,Law,Law
980,980,F,36,Bachelor,Business,Business
981,981,F,33,Master,IT,IT
982,982,M,31,Bachelor,IT,IT
983,983,F,36,Bachelor,Business,Business
984,984,F,37,Master,IT,IT
985,985,M,33,Bachelor,IT,IT
986,986,F,50,Bachelor,Administration,Administration
987,987,F,40,PhD,IT,IT
988,988,F,36,Master,Science,IT
989,989,M,24,PhD,Education,IT
990,990,F,45,Bachelor,Media,Media
991,991,nonbinary,30,PhD,Hospitality,Hospitality
992,992,F,25,Master,Media,Media
993,993,M,34,Bachelor,Business,Business
994,994,nonbinary,30,HighSchool,Education,Education
995,995,F,21,Master,Media,Media
996,996,F,22,HighSchool,IT,IT
997,997,F,33,Bachelor,Media,Media
998,998,nonbinary,36,Bachelor,Science,Science
999,999,nonbinary,38,Master,Engineering,IT
1000,1000,F,36,Bachelor,Health,Health
1001,1001,F,26,HighSchool,Business,Business
1002,1002,F,50,Master,Education,IT
1003,1003,nonbinary,53,Master,Business,Business
1004,1004,M,30,Master,Science,IT
1005,1005,nonbinary,26,PhD,IT,IT
1006,1006,F,39,Bachelor,Media,Media
1007,1007,F,50,Bachelor,Education,Education
1008,1008,NS,42,PhD,Education,IT
1009,1009,F,26,PhD,Law,Law
1010,1010,F,35,Bachelor,Education,Education
1011,1011,F,52,Master,Engineering,Engineering
1012,1012,M,33,Bachelor,IT,IT
1013,1013,F,40,Bachelor,IT,IT
1014,1014,F,35,PhD,IT,IT
1015,1015,NS,21,Bachelor,Science,Science
1016,1016,F,38,Bachelor,Engineering,Engineering
1017,1017,F,50,Master,Business,Business
1018,1018,F,35,Bachelor,Education,Education
1019,1019,F,28,Master,Engineering,Engineering
1020,1020,F,36,Master,IT,IT
1021,1021,F,45,Master,Management,Management
1022,1022,F,31,Bachelor,Law,Law
1023,1023,M,36,PhD,Education,Education
1024,1024,F,39,Bachelor,IT,IT
1025,1025,F,40,HighSchool,Engineering,IT
1026,1026,F,50,Bachelor,Education,Education
1027,1027,F,22,Master,Science,Science
1028,1028,F,35,Bachelor,IT,IT
1029,1029,F,43,Master,IT,IT
1030,1030,M,31,PhD,Education,IT
1031,1031,F,26,Master,Management,Management
1032,1032,F,36,Master,Science,Science
1033,1033,F,37,Bachelor,Hospitality,Hospitality
1034,1034,F,52,Master,Engineering,IT
1035,1035,F,35,Master,Engineering,IT
1036,1036,M,30,Master,IT,IT
1037,1037,M,32,PhD,Hospitality,IT
1038,1038,F,37,PhD,IT,IT
1039,1039,M,36,Bachelor,Business,IT
1040,1040,F,22,HighSchool,IT,IT
1041,1041,F,36,PhD,Hospitality,Hospitality
1042,1042,F,60,PhD,Business,Business
1043,1043,F,43,Bachelor,IT,IT
1044,1044,F,35,HighSchool,Business,Business
1045,1045,F,30,Master,Science,IT
1046,1046,F,40,Master,Science,Science
1047,1047,nonbinary,54,Master,Science,Science
1048,1048,F,55,HighSchool,Media,Media
1049,1049,F,65,PhD,Science,Science
1050,1050,M,34,Master,IT,IT
1051,1051,F,46,PhD,Management,Management
1052,1052,F,36,PhD,IT,IT
1053,1053,F,21,Bachelor,Engineering,Engineering
1054,1054,F,42,HighSchool,IT,IT
1055,1055,F,31,Master,IT,IT
1056,1056,F,36,Bachelor,Engineering,IT
1057,1057,M,34,Master,Engineering,IT
1058,1058,F,36,Bachelor,Education,IT
1059,1059,F,57,Bachelor,Business,Business
1060,1060,F,31,Bachelor,Media,IT
1061,1061,F,84,Bachelor,Engineering,IT
1062,1062,nonbinary,30,PhD,IT,IT
1063,1063,F,51,Bachelor,IT,IT
1064,1064,F,20,HighSchool,Business,Business
1065,1065,F,31,PhD,Engineering,IT
1066,1066,F,48,HighSchool,Science,IT
1067,1067,F,29,Master,Education,Education
1068,1068,F,39,Master,Business,Business
1069,1069,nonbinary,61,Bachelor,IT,IT
1070,1070,F,38,Bachelor,Education,Education
1071,1071,F,23,HighSchool,Science,IT
1072,1072,F,32,Master,Administration,Administration
1073,1073,F,31,Bachelor,IT,IT
1074,1074,F,30,PhD,Science,Science
1075,1075,F,48,Master,IT,IT
1076,1076,F,32,Master,Science,IT
1077,1077,F,66,Master,Education,Education
1078,1078,F,32,PhD,IT,IT
1079,1079,F,32,Master,IT,IT
1080,1080,F,40,Bachelor,Science,IT
1081,1081,NS,55,Master,Farming,Farming
1082,1082,M,40,Bachelor,Science,Science
1083,1083,F,40,Master,IT,IT
1084,1084,nonbinary,54,Bachelor,Science,Science
1085,1085,NS,27,Bachelor,Science,Science
1086,1086,nonbinary,22,Master,Science,Science
1087,1087,F,59,Bachelor,Engineering,Engineering
1088,1088,NS,31,Master,Education,Education
1089,1089,F,25,Bachelor,Administration,Administration
1090,1090,M,40,Master,Law,IT
1091,1091,F,27,Master,Construction,Construction
1092,1092,F,25,HighSchool,IT,IT
1093,1093,M,38,PhD,IT,IT
1094,1094,NS,30,PhD,IT,IT
1095,1095,M,40,Bachelor,Engineering,Engineering
1096,1096,M,25,Bachelor,Science,Science
1097,1097,F,40,Bachelor,IT,IT
1098,1098,F,36,HighSchool,IT,IT
1099,1099,NS,24,HighSchool,IT,IT
1100,1100,F,30,Bachelor,Education,Education
1101,1101,F,47,Master,IT,IT
1102,1102,F,42,PhD,Administration,Administration
1103,1103,nonbinary,42,Bachelor,Engineering,Engineering
1104,1104,F,50,Master,Education,IT
1105,1105,M,42,Master,IT,IT
1106,1106,F,20,Master,IT,IT
1107,1107,nonbinary,48,Bachelor,Engineering,IT
1108,1108,F,30,HighSchool,Business,Business
1109,1109,F,34,Bachelor,IT,IT
1110,1110,NS,48,Master,Administration,Administration
1111,1111,M,33,Bachelor,Health,Health
1112,1112,F,36,Master,Science,Science
1113,1113,M,33,Master,Science,Science
1114,1114,M,42,Bachelor,Education,Education
1115,1115,F,60,Master,IT,IT
1116,1116,F,53,Master,Hospitality,Hospitality
1117,1117,nonbinary,34,Bachelor,Hospitality,Hospitality
1118,1118,F,21,Master,Hospitality,Hospitality
1119,1119,NS,31,Master,Management,Management
1120,1120,F,32,Master,Education,Education
1121,1121,F,44,PhD,IT,IT
1122,1122,NS,23,Bachelor,IT,IT
1123,1123,F,38,HighSchool,Science,Science
1124,1124,NS,28,Bachelor,IT,IT
1125,1125,M,76,Bachelor,Media,Media
1126,1126,F,30,Master,IT,IT
1127,1127,F,40,PhD,Health,Health
1128,1128,F,60,PhD,Science,IT
1129,1129,F,36,PhD,Science,Science
1130,1130,F,40,Bachelor,IT,IT
1131,1131,M,23,PhD,Science,Science
1132,1132,M,34,Master,IT,IT
1133,1133,F,40,Master,Science,Science
1134,1134,F,32,PhD,IT,IT
1135,1135,M,20,PhD,Education,Education
1136,1136,nonbinary,42,PhD,Business,Business
1137,1137,M,39,Master,IT,IT
1138,1138,F,33,Master,Engineering,IT
1139,1139,F,40,Master,Business,Business
1140,1140,M,35,PhD,Science,Science
1141,1141,M,39,PhD,Health,Health
1142,1142,F,26,PhD,IT,IT
1143,1143,F,60,PhD,IT,IT
1144,1144,F,27,PhD,IT,IT
1145,1145,F,43,PhD,Hospitality,Hospitality
1146,1146,F,39,Bachelor,Science,Science
1147,1147,F,22,Bachelor,IT,IT
1148,1148,M,36,PhD,Media,Media
1149,1149,F,32,HighSchool,Engineering,IT
1150,1150,M,26,PhD,Business,Business
1151,1151,M,42,HighSchool,Science,Science
1152,1152,F,32,PhD,Business,Business
1153,1153,M,24,Bachelor,IT,IT
1154,1154,F,33,Bachelor,Engineering,Engineering
1155,1155,F,24,PhD,Media,Media
1156,1156,F,43,Bachelor,Engineering,Engineering
1157,1157,M,30,HighSchool,Science,Science
1158,1158,F,26,Master,Education,Education
1159,1159,F,38,PhD,Business,IT
1160,1160,F,40,Master,IT,IT
1161,1161,F,60,Master,Education,IT
1162,1162,M,22,Master,IT,IT
1163,1163,F,59,HighSchool,IT,IT
1164,1164,F,47,Master,IT,IT
1165,1165,F,40,PhD,IT,IT
1166,1166,NS,37,Master,Science,Science
1167,1167,F,39,Master,Science,Science
1168,1168,F,26,PhD,Engineering,Engineering
1169,1169,F,25,Bachelor,Education,IT
1170,1170,F,28,PhD,IT,IT
1171,1171,M,40,PhD,IT,IT
1172,1172,F,65,Bachelor,Business,Business
1173,1173,F,33,Master,IT,IT
1174,1174,M,20,PhD,Education,IT
1175,1175,M,64,Bachelor,IT,IT
1176,1176,NS,21,PhD,Business,Business
1177,1177,M,38,HighSchool,Farming,Farming
1178,1178,M,58,PhD,Media,Media
1179,1179,F,20,PhD,IT,IT
1180,1180,F,47,Bachelor,IT,IT
1181,1181,M,49,Master,Science,Science
1182,1182,F,45,PhD,IT,IT
1183,1183,F,32,HighSchool,Education,Education
1184,1184,M,51,PhD,Education,Education
1185,1185,F,56,Bachelor,Engineering,IT
1186,1186,F,20,PhD,Engineering,IT
1187,1187,M,34,Master,Administration,Administration
1188,1188,F,26,PhD,Engineering,Engineering
1189,1189,F,43,Master,Health,Health
1190,1190,F,52,Bachelor,Science,Science
1191,1191,F,59,Master,IT,IT
1192,1192,F,88,Master,IT,IT
1193,1193,nonbinary,34,Master,IT,IT
1194,1194,F,27,Master,Education,Education
1195,1195,F,31,PhD,IT,IT
1196,1196,nonbinary,38,PhD,IT,IT
1197,1197,F,40,PhD,Education,Education
1198,1198,F,39,Master,IT,IT
1199,1199,M,31,PhD,Science,Science
1200,1200,M,43,PhD,Business,Business
1201,1201,F,30,Master,IT,IT
1202,1202,F,40,Bachelor,Business,Business
1203,1203,nonbinary,33,Bachelor,Business,IT
1204,1204,F,37,Bachelor,IT,IT
1205,1205,F,30,Master,Science,Science
1206,1206,F,36,Master,IT,IT
1207,1207,F,29,Master,Engineering,Engineering
1208,1208,F,40,Master,Education,Education
1209,1209,M,28,Bachelor,Health,IT
1210,1210,F,40,Master,Engineering,Engineering
1211,1211,F,32,PhD,Science,IT
1212,1212,F,40,Bachelor,Engineering,IT
1213,1213,F,30,HighSchool,IT,IT
1214,1214,nonbinary,40,Master,Media,Media
1215,1215,F,38,Bachelor,Education,IT
1216,1216,F,44,PhD,IT,IT
1217,1217,F,26,PhD,Engineering,Engineering
1218,1218,F,53,Bachelor,IT,IT
1219,1219,F,42,Master,Engineering,Engineering
1220,1220,F,40,Bachelor,Education,Education
1221,1221,M,37,Master,Administration,Administration
1222,1222,NS,28,HighSchool,Science,Science
1223,1223,F,31,HighSchool,Education,IT
1224,1224,F,40,PhD,IT,IT
1225,1225,M,30,Bachelor,Science,IT
1226,1226,F,53,Master,IT,IT
1227,1227,F,31,PhD,Science,IT
1228,1228,F,37,PhD,IT,IT
1229,1229,M,34,Master,Science,IT
1230,1230,F,37,Master,Education,Education
1231,1231,F,45,Bachelor,IT,IT
1232,1232,F,40,Bachelor,Science,Science
1233,1233,F,24,Bachelor,IT,IT
1234,1234,F,25,Bachelor,Engineering,IT
1235,1235,F,49,Master,Media,Media
1236,1236,F,36,Bachelor,IT,IT
1237,1237,F,39,Master,Education,Education
1238,1238,F,40,HighSchool,IT,IT
1239,1239,F,36,Master,Science,Science
1240,1240,F,59,Master,IT,IT
1241,1241,F,30,PhD,Business,Business
1242,1242,F,48,PhD,IT,IT
1243,1243,F,90,Bachelor,Science,Science
1244,1244,F,42,Master,IT,IT
1245,1245,F,35,PhD,Science,IT
1246,1246,F,57,Bachelor,IT,IT
1247,1247,F,36,PhD,Health,Health
1248,1248,F,27,Bachelor,IT,IT
1249,1249,NS,53,Bachelor,Education,IT
1250,1250,F,47,Master,Business,Business
1251,1251,M,30,Master,Engineering,Engineering
1252,1252,M,30,Bachelor,Science,Science
1253,1253,F,46,Bachelor,IT,IT
1254,1254,F,21,HighSchool,Education,Education
1255,1255,F,32,PhD,IT,IT
1256,1256,M,55,Master,Management,Management
1257,1257,NS,45,Bachelor,IT,IT
1258,1258,F,60,Master,Administration,Administration
1259,1259,nonbinary,32,Bachelor,Engineering,IT
1260,1260,M,32,Bachelor,Science,Science
1261,1261,F,30,PhD,Engineering,Engineering
1262,1262,F,40,Master,Business,Business
1263,1263,nonbinary,59,PhD,Engineering,Engineering
1264,1264,F,37,HighSchool,Science,Science
1265,1265,F,38,Bachelor,Education,Education
1266,1266,F,75,Bachelor,IT,IT
1267,1267,M,26,Master,IT,IT
1268,1268,M,39,PhD,Engineering,IT
1269,1269,NS,37,Bachelor,Engineering,Engineering
1270,1270,F,40,PhD,Engineering,Engineering
1271,1271,F,20,Master,Education,Education
1272,1272,F,32,PhD,Science,Science
1273,1273,F,34,PhD,Law,Law
1274,1274,nonbinary,55,Bachelor,Hospitality,IT
1275,1275,F,23,PhD,IT,IT
1276,1276,M,34,Master,IT,IT
1277,1277,nonbinary,36,PhD,Media,Media
1278,1278,F,60,Master,IT,IT
1279,1279,F,25,Master,IT,IT
1280,1280,M,36,Bachelor,Education,Education
1281,1281,M,35,Master,IT,IT
1282,1282,F,31,Master,Science,Science
1283,1283,nonbinary,33,Master,Science,Science
1284,1284,NS,32,Master,Education,Education
1285,1285,F,40,PhD,Business,Business
1286,1286,F,37,Master,IT,IT
1287,1287,F,26,Master,IT,IT
1288,1288,nonbinary,41,Master,IT,IT
1289,1289,nonbinary,27,Bachelor,Science,IT
1290,1290,F,47,Master,IT,IT
1291,1291,F,34,Bachelor,Science,Science
1292,1292,F,40,Bachelor,Engineering,IT
1293,1293,nonbinary,33,Master,Engineering,IT
1294,1294,M,30,Master,IT,IT
1295,1295,F,24,Master,Science,Science
1296,1296,F,24,PhD,Science,Science
1297,1297,nonbinary,25,Bachelor,Management,Management
1298,1298,M,39,Master,Science,IT
1299,1299,M,48,Bachelor,Business,Business
1300,1300,F,39,Master,Science,IT
1301,1301,F,29,Master,Education,IT
1302,1302,F,32,Master,Science,IT
1303,1303,F,23,PhD,Science,Science
1304,1304,F,45,Bachelor,Management,Management
1305,1305,M,50,Master,IT,IT
1306,1306,F,39,Master,IT,IT
1307,1307,F,31,PhD,Education,Education
1308,1308,M,32,Bachelor,IT,IT
1309,1309,F,36,Bachelor,Science,Science
1310,1310,F,23,Bachelor,Hospitality,Hospitality
1311,1311,nonbinary,38,Master,Business,Business
1312,1312,F,39,Bachelor,IT,IT
1313,1313,F,37,PhD,Business,Business
1314,1314,M,36,Master,Education,Education
1315,1315,M,40,Master,Business,Business
1316,1316,M,50,Master,IT,IT
1317,1317,nonbinary,37,Master,IT,IT
1318,1318,F,42,HighSchool,Education,Education
1319,1319,F,41,Master,Science,Science
1320,1320,F,30,Master,Education,Education
1321,1321,F,27,Bachelor,Engineering,Engineering
1322,1322,F,30,PhD,Engineering,Engineering
1323,1323,F,32,PhD,Engineering,IT
1324,1324,M,56,PhD,Education,Education
1325,1325,F,40,Master,Education,IT
1326,1326,F,52,Bachelor,IT,IT
1327,1327,F,40,Master,Administration,Administration
1328,1328,F,32,PhD,Education,Education
1329,1329,F,26,Master,Science,Science
1330,1330,F,36,Bachelor,IT,IT
1331,1331,F,39,PhD,Education,Education
1332,1332,F,32,Bachelor,IT,IT
1333,1333,M,39,Bachelor,IT,IT
1334,1334,M,37,Bachelor,Science,Science
1335,1335,F,22,HighSchool,IT,IT
1336,1336,F,44,Bachelor,IT,IT
1337,1337,M,36,HighSchool,Management,Management
1338,1338,F,31,PhD,Education,IT
1339,1339,F,31,Master,IT,IT
1340,1340,nonbinary,50,PhD,Science,IT
1341,1341,M,49,Bachelor,Business,IT
1342,1342,F,39,Bachelor,Science,IT
1343,1343,F,30,PhD,Education,IT
1344,1344,NS,24,PhD,IT,IT
1345,1345,M,39,Master,IT,IT
1346,1346,F,35,PhD,Engineering,Engineering
1347,1347,F,83,PhD,Science,Science
1348,1348,F,45,Master,Business,Business
1349,1349,M,30,Bachelor,Science,Science
1350,1350,F,37,PhD,Science,Science
1351,1351,F,60,Bachelor,Business,Business
1352,1352,F,60,Master,Engineering,IT
1353,1353,F,22,Bachelor,Science,IT
1354,1354,F,39,Bachelor,Engineering,Engineering
1355,1355,F,30,Bachelor,IT,IT
1356,1356,F,38,Master,Science,Science
1357,1357,F,59,PhD,Business,Business
1358,1358,F,21,Bachelor,Education,IT
1359,1359,F,35,Master,Science,Science
1360,1360,F,33,Bachelor,Education,Education
1361,1361,M,30,Master,Science,Science
1362,1362,NS,44,Master,Business,Business
1363,1363,F,59,Master,Engineering,Engineering
1364,1364,F,50,PhD,Education,IT
1365,1365,M,45,Bachelor,Business,Business
1366,1366,F,32,Master,IT,IT
1367,1367,F,55,PhD,Science,IT
1368,1368,F,27,Bachelor,Science,IT
1369,1369,F,40,Master,Science,Science
1370,1370,F,38,Bachelor,IT,IT
1371,1371,nonbinary,39,Master,Engineering,Engineering
1372,1372,F,26,PhD,Health,Health
1373,1373,M,37,Master,IT,IT
1374,1374,F,30,PhD,Business,Business
1375,1375,F,31,Master,IT,IT
1376,1376,nonbinary,57,HighSchool,Business,Business
1377,1377,F,28,Master,Engineering,IT
1378,1378,F,56,Master,Administration,Administration
1379,1379,F,53,HighSchool,Hospitality,Hospitality
1380,1380,F,40,Master,Science,Science
1381,1381,F,30,Bachelor,Management,Management
1382,1382,F,49,PhD,Hospitality,Hospitality
1383,1383,F,34,HighSchool,Education,Education
1384,1384,F,50,HighSchool,Hospitality,Hospitality
1385,1385,F,44,Bachelor,Education,IT
1386,1386,F,23,PhD,IT,IT
1387,1387,F,44,Bachelor,Management,Management
1388,1388,F,35,Master,Hospitality,Hospitality
1389,1389,F,21,Bachelor,Science,Science
1390,1390,F,29,HighSchool,IT,IT
1391,1391,F,37,PhD,IT,IT
1392,1392,NS,33,PhD,Education,Education
1393,1393,F,39,Master,Construction,IT
1394,1394,F,43,PhD,Business,Business
1395,1395,F,31,Bachelor,Science,Science
1396,1396,F,23,PhD,Construction,Construction
1397,1397,F,33,Bachelor,Science,Science
1398,1398,F,86,Bachelor,Engineering,IT
1399,1399,F,43,Bachelor,Education,IT
1400,1400,F,48,Bachelor,Media,Media
1401,1401,nonbinary,60,Master,Science,Science
1402,1402,nonbinary,45,Master,Science,Science
